-0.0541,0.0030,0.2689
-0.0656,0.0037,0.3299
-0.0766,-0.0009,0.6882
-0.1665,-0.0086,1.7297
-0.2667,-0.1267,5.3333
-0.1511,-0.1022,3.5556
-0.0605,-0.0562,1.7297
-0.0193,-0.0578,1.1852
-0.0140,-0.0618,1.1228
-0.0122,-0.0637,1.0847
-0.0093,-0.0640,1.0667
-0.0025,-0.0663,1.0000
-0.0012,-0.0630,0.9697
-0.0012,-0.0640,0.9846
0.0034,-0.0549,0.9143
0.0045,-0.0541,0.9014
0.0076,-0.0497,0.8649
0.0093,-0.0409,0.7442
0.0104,-0.0273,0.7529
0.0054,-0.0259,0.8649
-0.0107,-0.0533,2.1333
-0.2800,-0.2000,6.4000
-0.1304,-0.0770,2.3704
-0.1044,-0.0600,1.7778
-0.1012,-0.0541,1.8824
-0.1216,-0.0672,2.5600
-0.2578,-0.1600,7.1111
-0.0503,-0.0343,1.8286
0.0060,-0.0179,0.9552
-0.0013,-0.0187,1.0667
-0.0243,-0.0417,2.7826
-0.2057,-0.1429,4.5714
-0.1511,-0.1156,3.5556
-0.1846,-0.1477,4.9231
-0.0960,-0.0920,3.2000
0.0055,-0.0345,1.1034
0.0000,-0.0314,1.1429
-0.0160,-0.0576,2.5600
-0.2267,-0.1600,5.3333
-0.1553,-0.1176,3.7647
-0.2000,-0.1600,5.3333
-0.0681,-0.0681,2.3704
0.0063,-0.0279,1.0159
-0.0059,-0.0281,1.1852
-0.2720,-0.2560,12.8000
-0.0865,-0.0359,1.3061
-0.0832,-0.0320,1.2800
-0.0855,-0.0345,1.4545
-0.7400,-0.3600,16.0000
-0.8533,-0.4267,21.3333
-0.1508,-0.0492,2.4615
-0.0626,-0.0195,0.8205
-0.0656,-0.0248,0.6400
-0.0661,-0.0270,0.6957
-0.1531,-0.0686,1.8286
-3.2000,-2.0000,64.0000
-0.3636,-0.1455,5.8182
-0.1576,-0.0306,1.8824
-0.0566,-0.0091,0.5203
-0.0611,-0.0007,0.2807
-0.0589,-0.0010,0.2602
-0.0577,0.0015,0.2443
-0.0591,0.0096,0.2570
-0.0612,0.0123,0.2896
-0.2533,0.1422,3.5556
-0.1689,0.0859,2.3704
-0.1255,0.0600,1.4545
-0.0695,-0.0021,0.3368
-0.0628,-0.0039,0.2807
-0.0568,-0.0090,0.2771
-0.0576,-0.0110,0.3033
-0.0599,-0.0120,0.3422
-0.1180,-0.0300,0.8000
-0.0163,-0.0400,1.1852
0.0062,-0.0231,0.7111
0.0127,-0.0214,0.6337
-0.0391,-0.0477,1.3617
-0.2462,-0.1846,4.9231
-0.1933,-0.1067,2.6667
-0.0551,-0.0292,0.6882
-0.0585,-0.0209,0.4923
-0.0569,-0.0207,0.4741
-0.0611,-0.0234,0.5203
-0.0623,-0.0312,0.8312
-0.0800,-0.0509,1.4545
-0.4400,-0.5400,16.0000
-0.0023,-0.0336,0.9275
0.0240,-0.0196,0.5818
0.0241,-0.0184,0.5664
0.0276,-0.0221,0.7356
-0.0347,-0.0480,2.1333
-1.0800,-0.8400,32.0000
-0.0600,-0.0378,0.8889
-0.0591,-0.0394,0.9275
-0.0597,-0.0419,1.0159
-0.1461,-0.1043,2.7826
0.0186,-0.0353,1.4884
0.0274,-0.0230,0.8767
0.0317,-0.0189,0.6038
0.0315,-0.0145,0.4000
0.0307,-0.0132,0.4238
0.0288,-0.0124,0.4706
0.0384,-0.0166,0.8312
-0.0518,-0.0894,3.7647
-0.0838,-0.0914,3.0476
-0.0832,-0.0768,2.5600
-0.0876,-0.0838,3.0476
-0.1309,-0.1382,5.8182
-0.0206,-0.0366,1.8286
0.0330,-0.0105,0.5614
0.0294,-0.0076,0.4354
0.0349,-0.0037,0.3678
0.0348,-0.0034,0.3441
0.0350,-0.0033,0.3333
0.0354,-0.0014,0.2857
0.0355,-0.0017,0.2759
0.0355,-0.0017,0.2678
0.0351,-0.0013,0.2623
0.0347,-0.0013,0.2645
0.0345,-0.0013,0.2678
0.0344,-0.0017,0.2723
0.0334,-0.0004,0.3005
0.0333,0.0008,0.3062
0.0329,0.0016,0.3168
0.0345,0.0030,0.3404
0.0320,0.0082,0.3657
0.0311,0.0123,0.3951
0.0307,0.0241,0.4384
0.0309,0.0259,0.4414
0.0309,0.0265,0.4414
0.0313,0.0269,0.4476
0.0313,0.0095,0.4476
0.0247,-0.0238,0.6809
0.0220,-0.0290,0.8000
0.0112,-0.0633,1.4884
-0.3840,-1.7600,12.8000
-0.0621,-0.0215,0.2238
-0.0592,-0.0205,0.2133
-0.8571,0.6629,9.1429
-0.1154,0.0892,1.2308
-0.0095,0.0068,0.5424
-0.0037,0.0013,0.5000
0.0077,-0.0000,0.4129
0.0091,0.0015,0.4051
0.0093,0.0033,0.4354
0.0092,0.0026,0.5246
0.0015,-0.0030,0.6095
0.0000,-0.0074,0.6598
-0.0088,-0.0274,0.8767
-0.0133,-0.0303,0.9697
-0.2618,-0.0364,5.8182
-0.3133,0.0267,5.3333
-0.0686,0.0082,0.6531
-0.0593,0.0023,0.4604
-0.0707,0.0050,0.5714
-0.0829,0.0171,1.1429
-0.2343,0.0629,4.5714
0.0103,0.0174,0.8205
0.0123,0.0094,0.5766
0.0214,0.0147,0.4885
0.0170,0.0283,0.5664
-0.2080,0.0107,4.2667
-0.4000,-0.0000,9.1429
-0.0259,-0.0151,1.7297
-0.0375,-0.0150,2.0000
-0.3467,-0.1600,10.6667
-0.7467,-0.4000,21.3333
-0.3886,-0.3200,9.1429
-0.3400,-0.2800,8.0000
-0.4400,-0.5333,10.6667
-0.1846,-0.2523,4.9231
-0.0205,-0.0554,1.6410
0.0012,-0.0222,0.9846
0.0000,-0.0187,1.0000
-0.0480,0.0027,2.1333
-0.2240,0.0320,6.4000
-0.0787,0.0039,1.0323
-0.0731,0.0057,0.9143
-0.0665,0.0077,0.7711
-0.0668,0.0085,0.7529
-0.0660,0.0074,0.7442
-0.0660,0.0084,0.7442
-0.0668,0.0066,0.7529
-0.0668,0.0066,0.7529
-0.0668,0.0066,0.7529
-0.0668,0.0088,0.7033
-0.0732,0.0282,0.9014
0.0131,0.0153,0.5818
0.0197,0.0095,0.5079
0.0171,0.0027,0.5470
0.0147,-0.0044,0.5872
0.0145,-0.0077,0.6809
0.0042,-0.0145,0.8312
-0.0038,-0.0038,1.0159
-0.0204,0.1838,1.3617
-0.0400,-0.0178,1.7778
-0.0283,-0.0267,1.3333
-0.0035,-0.0471,0.9412
0.0009,-0.0494,0.6809
0.0105,-0.0685,0.3832
-0.0042,-0.1923,1.1228
-0.1453,-0.1616,1.3061
-0.0698,-0.0617,0.5424
-0.0682,-0.0354,0.4295
-0.0621,-0.0202,0.3107
-0.0606,-0.0172,0.2870
-0.0570,-0.0146,0.2591
-0.0576,-0.0096,0.2327
-0.0572,-0.0087,0.2254
-0.0557,-0.0083,0.2140
-0.0565,-0.0071,0.2025
-0.0568,-0.0036,0.1910
-0.0565,-0.0036,0.1899
-0.0566,-0.0044,0.1850
-0.0565,-0.0043,0.1793
-0.0566,-0.0040,0.1783
-0.0564,-0.0035,0.1734
-0.0562,-0.0030,0.1730
-0.0564,-0.0009,0.1730
-0.0557,-0.0004,0.1707
-0.0554,0.0004,0.1684
-0.0551,0.0004,0.1671
-0.0535,0.0004,0.1569
-0.0521,0.0002,0.1520
-0.0520,0.0013,0.1506
-0.0520,0.0017,0.1513
-0.0521,0.0030,0.1520
-0.0525,0.0035,0.1538
-0.0525,0.0058,0.1550
-0.0522,0.0063,0.1535
-0.0522,0.0063,0.1535
-0.0521,0.0065,0.1527
-0.0522,0.0067,0.1535
-0.0525,0.0072,0.1550
-0.0526,0.0072,0.1553
-0.0518,0.0084,0.1524
-0.0519,0.0091,0.1509
-0.0516,0.0110,0.1495
-0.0524,0.0105,0.1524
-0.0523,0.0070,0.1509
-0.0532,0.0066,0.1542
-0.0532,0.0047,0.1576
-0.0558,0.0035,0.1730
-0.0566,0.0033,0.1749
-0.0567,0.0037,0.1744
-0.0567,0.0039,0.1744
-0.0570,0.0046,0.1768
-0.0569,0.0048,0.1763
-0.0569,0.0053,0.1763
-0.0565,0.0053,0.1753
-0.0565,0.0051,0.1758
-0.0560,0.0050,0.1744
-0.0560,0.0050,0.1730
-0.0557,0.0049,0.1720
-0.0551,0.0049,0.1702
-0.0552,0.0045,0.1698
-0.0552,0.0045,0.1698
-0.0550,0.0047,0.1711
-0.0552,0.0047,0.1725
-0.0553,0.0050,0.1734
-0.0552,0.0050,0.1739
-0.0553,0.0051,0.1763
-0.0552,0.0051,0.1768
-0.0553,0.0049,0.1778
-0.0555,0.0047,0.1783
-0.0555,0.0047,0.1798
-0.0558,0.0047,0.1808
-0.0559,0.0045,0.1818
-0.0558,0.0048,0.1829
-0.0562,0.0049,0.1850
-0.0560,0.0052,0.1882
-0.0566,0.0055,0.1928
-0.0572,0.0058,0.1939
-0.0572,0.0061,0.1957
-0.0576,0.0062,0.1969
-0.0576,0.0060,0.1988
-0.0580,0.0060,0.2000
-0.0579,0.0058,0.2006
-0.0581,0.0060,0.2013
-0.0582,0.0060,0.2006
-0.0582,0.0060,0.2006
-0.0584,0.0063,0.2013
-0.0585,0.0063,0.2019
-0.0585,0.0063,0.2019
-0.0585,0.0066,0.2019
-0.0587,0.0066,0.2025
-0.0587,0.0069,0.2032
-0.0587,0.0072,0.2051
-0.0592,0.0076,0.2085
-0.0589,0.0076,0.2105
-0.0590,0.0076,0.2098
-0.0591,0.0073,0.2092
-0.0593,0.0065,0.2071
-0.0594,0.0065,0.2065
-0.0592,0.0067,0.2058
-0.0594,0.0066,0.2038
-0.0594,0.0066,0.2038
-0.0596,0.0066,0.2038
-0.0597,0.0071,0.2032
-0.0597,0.0071,0.2032
-0.0598,0.0078,0.2019
-0.0598,0.0081,0.2019
-0.0599,0.0085,0.2006
-0.0600,0.0087,0.2000
-0.0598,0.0087,0.1994
-0.0597,0.0089,0.1981
-0.0598,0.0091,0.1975
-0.0598,0.0094,0.1975
-0.0595,0.0096,0.1975
-0.0596,0.0096,0.1969
-0.0594,0.0098,0.1963
-0.0596,0.0095,0.1939
-0.0593,0.0088,0.1899
-0.0592,0.0088,0.1893
-0.0592,0.0090,0.1888
-0.0591,0.0089,0.1882
-0.0591,0.0089,0.1877
-0.0592,0.0089,0.1871
-0.0587,0.0083,0.1855
-0.0586,0.0081,0.1844
-0.0586,0.0062,0.1823
-0.0583,0.0057,0.1823
-0.0591,0.0056,0.1855
-0.0594,0.0053,0.1855
-0.1728,0.1376,1.2800
-0.2029,0.1522,1.5610
-0.2051,0.1477,1.6410
-0.3200,0.2019,3.0476
-0.4050,0.2450,4.0000
-0.3718,0.2165,3.7647
-0.8000,0.4000,9.1429
-1.0880,0.5280,12.8000
-1.3400,0.6400,16.0000
-2.5200,1.1600,32.0000
-1.2200,0.6200,16.0000
-0.6629,0.3657,9.1429
-0.2800,0.1714,4.5714
-0.1304,0.0711,2.3704
-0.0891,0.0389,1.8286
-0.0194,-0.0323,1.0323
-0.0141,-0.0376,0.9412
-0.0096,-0.0384,0.8533
0.0009,-0.0395,0.7529
0.0036,-0.0360,0.7191
0.0043,-0.0344,0.6882
0.0059,-0.0337,0.6737
0.0089,-0.0339,0.6465
0.0097,-0.0339,0.6465
0.0105,-0.0356,0.6465
0.0102,-0.0357,0.6809
0.0072,-0.0261,0.7191
0.0074,-0.0230,0.7356
0.0067,-0.0202,0.7711
0.0085,-0.0047,0.7529
0.0101,-0.0009,0.7356
0.0092,0.0028,0.7356
0.0092,0.0064,0.7356
0.0076,0.0152,0.7619
0.0063,0.0179,0.8421
0.0044,0.0175,0.8767
-0.0036,0.0215,0.9552
-0.0011,0.0225,0.9014
0.0077,0.0087,0.7711
0.0090,0.0063,0.7191
0.0040,-0.0030,0.7901
0.0042,-0.0021,0.8421
0.0000,-0.0000,0.8889
-0.0012,-0.0000,0.9552
